,city,lat,lon,datetime,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,weather_main,weather_description,weather_icon,clouds,wind_speed,wind_deg,wind_gust,visibility,pop,rain,snow,pod,feels_like_norm,humidity_norm,clouds_norm,wind_speed_norm,visibility_norm,rain_norm,snow_norm,weather_rating,city_id
0,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 00:00:00,10.17,9.72,9.12,10.17,1013,1013,1008,95,Rain,light rain,10n,70,2.52,68,2.8200000000000003,10000,0.25,0.17,0,n,2.956437560503388,1.8,2.0999999999999996,0.5956591639871383,0.0,0.09320175438596492,,7.54529847887649,0
1,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 03:00:00,9.55,8.49,8.32,9.55,1013,1013,1009,94,Clouds,scattered clouds,03n,47,2.22,103,2.26,10000,0.0,0.0,0,n,3.1945788964181987,1.76,1.41,0.5233118971061095,0.0,0.0,,6.887890793524308,0
2,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 06:00:00,8.64,7.23,7.87,8.64,1014,1014,1009,91,Clouds,few clouds,02n,23,2.48,105,2.76,10000,0.0,0.0,0,n,3.4385285575992253,1.64,0.6900000000000001,0.5860128617363345,0.0,0.0,,6.354541419335559,0
3,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 09:00:00,11.77,11.04,11.77,11.77,1016,1016,1011,78,Clear,clear sky,01d,3,2.58,114,4.2,10000,0.0,0.0,0,d,2.700871248789932,1.12,0.09,0.6101286173633441,0.0,0.0,,4.520999866153276,0
4,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 12:00:00,15.35,14.48,15.35,15.35,1015,1015,1010,59,Clear,clear sky,01d,4,3.89,108,4.3,10000,0.0,0.0,0,d,2.034849951597289,0.36,0.12,0.9260450160771705,0.0,0.0,,3.4408949676744593,0
5,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 15:00:00,15.91,15.04,15.91,15.91,1013,1013,1008,57,Clouds,broken clouds,04d,64,4.05,113,4.99,10000,0.0,0.0,0,d,1.9264278799612777,0.28,1.92,0.9646302250803859,0.0,0.0,,5.091058105041664,0
6,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 18:00:00,11.43,10.8,11.43,11.43,1014,1014,1008,83,Rain,light rain,10n,82,4.1,95,6.82,10000,0.2,0.21,0,n,2.747337850919651,1.32,2.46,0.9766881028938907,0.0,0.11513157894736843,,7.6191575327609105,0
7,Mont Saint Michel,48.6359541,-1.511459955,2024-10-11 21:00:00,10.87,10.28,10.87,10.87,1013,1013,1008,87,Clouds,overcast clouds,04n,100,4.82,107,10.09,10000,0.0,0.0,0,n,2.8480154888673765,1.48,3.0,1.1503215434083602,0.0,0.0,,8.478337032275737,0
8,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 00:00:00,10.39,9.76,10.39,10.39,1012,1012,1006,87,Clouds,overcast clouds,04n,100,4.01,110,7.84,10000,0.0,0.0,0,n,2.9486931268151015,1.48,3.0,0.954983922829582,0.0,0.0,,8.383677049644684,0
9,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 03:00:00,10.64,10.03,10.64,10.64,1010,1010,1005,87,Clouds,overcast clouds,04n,100,4.04,118,8.14,10000,0.0,0.0,0,n,2.896418199419167,1.48,3.0,0.962218649517685,0.0,0.0,,8.33863684893685,0
10,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 06:00:00,11.24,10.56,11.24,11.24,1009,1009,1004,82,Clouds,overcast clouds,04n,100,4.04,123,9.14,10000,0.0,0.0,0,n,2.79380445304937,1.28,3.0,0.962218649517685,0.0,0.0,,8.036023102567055,0
11,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 09:00:00,12.38,11.79,12.38,12.38,1010,1010,1005,81,Clouds,overcast clouds,04d,98,2.5,115,4.5,10000,0.0,0.0,0,d,2.5556631171345594,1.24,2.94,0.5908360128617365,0.0,0.0,,7.326499129996295,0
12,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 12:00:00,15.07,14.59,15.07,15.07,1010,1010,1005,75,Clouds,overcast clouds,04d,95,2.96,184,3.88,10000,0.0,0.0,0,d,2.0135527589545013,1.0,2.8499999999999996,0.7017684887459807,0.0,0.0,,6.565321247700482,0
13,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 15:00:00,16.64,16.16,16.64,16.64,1010,1010,1005,69,Clouds,broken clouds,04d,63,2.41,267,3.7800000000000002,10000,0.0,0.0,0,d,1.7095837366892543,0.76,1.8900000000000001,0.5691318327974277,0.0,0.0,,4.928715569486682,0
14,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 18:00:00,13.45,12.99,13.45,13.45,1013,1013,1008,82,Clouds,broken clouds,04n,78,3.4,322,5.76,10000,0.0,0.0,0,n,2.323330106485963,1.28,2.34,0.8078778135048232,0.0,0.0,,6.751207919990786,0
15,Mont Saint Michel,48.6359541,-1.511459955,2024-10-12 21:00:00,12.69,12.26,12.69,12.69,1016,1016,1011,86,Clouds,overcast clouds,04n,100,4.11,314,7.32,10000,0.0,0.0,0,n,2.4646660212971923,1.44,3.0,0.9790996784565918,0.0,0.0,,7.883765699753784,0
16,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 00:00:00,11.21,10.61,11.21,11.21,1017,1017,1012,85,Clouds,overcast clouds,04n,100,2.37,330,3.63,10000,0.0,0.0,0,n,2.7841239109390123,1.4,3.0,0.5594855305466239,0.0,0.0,,7.743609441485637,0
17,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 03:00:00,9.63,9.1,9.63,9.63,1019,1019,1014,85,Clouds,overcast clouds,04n,100,1.62,19,2.04,10000,0.0,0.0,0,n,3.0764762826718295,1.4,3.0,0.3786173633440515,0.0,0.0,,7.855093646015881,0
18,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 06:00:00,8.49,7.46,8.49,8.49,1020,1020,1015,88,Clouds,overcast clouds,04n,100,1.97,82,1.79,10000,0.0,0.0,0,n,3.3939980638915777,1.52,3.0,0.46302250803858525,0.0,0.0,,8.377020571930164,0
19,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 09:00:00,12.11,11.28,12.11,12.11,1021,1021,1016,73,Clouds,overcast clouds,04d,95,2.7199999999999998,121,3.21,10000,0.0,0.0,0,d,2.654404646660213,0.92,2.8499999999999996,0.6438906752411575,0.0,0.0,,7.06829532190137,0
20,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 12:00:00,15.71,14.82,15.71,15.71,1021,1021,1016,57,Clouds,overcast clouds,04d,94,3.17,143,3.7199999999999998,10000,0.0,0.0,0,d,1.9690222652468534,0.28,2.82,0.752411575562701,0.0,0.0,,5.821433840809554,0
21,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 15:00:00,16.86,16.35,16.86,16.86,1019,1019,1014,67,Clouds,overcast clouds,04d,100,3.27,150,4.43,10000,0.0,0.0,0,d,1.6727976766698929,0.68,3.0,0.7765273311897107,0.0,0.0,,6.129325007859603,0
22,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 18:00:00,13.12,12.79,13.12,13.12,1018,1018,1013,88,Clouds,overcast clouds,04n,91,3.74,139,7.18,10000,0.0,0.0,0,n,2.362052274927396,1.52,2.73,0.889871382636656,0.0,0.0,,7.501923657564052,0
23,Mont Saint Michel,48.6359541,-1.511459955,2024-10-13 21:00:00,12.56,12.25,12.56,12.56,1018,1018,1013,91,Clouds,overcast clouds,04n,100,3.86,146,8.66,10000,0.0,0.0,0,n,2.466602129719264,1.64,3.0,0.9188102893890675,0.0,0.0,,8.025412419108331,0
24,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 00:00:00,13.88,13.6,13.88,13.88,1017,1017,1012,87,Clouds,overcast clouds,04n,100,3.67,152,9.22,10000,0.0,0.0,0,n,2.205227492739593,1.48,3.0,0.8729903536977492,0.0,0.0,,7.5582178464373415,0
25,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 03:00:00,12.96,12.69,12.96,12.96,1017,1017,1012,91,Clouds,overcast clouds,04n,90,3.14,163,4.83,10000,0.0,0.0,0,n,2.381413359148112,1.64,2.7,0.7451768488745982,0.0,0.0,,7.46659020802271,0
26,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 06:00:00,12.45,12.15,12.45,12.45,1017,1017,1012,92,Clouds,overcast clouds,04n,91,3.07,157,3.7,10000,0.0,0.0,0,n,2.4859632139399803,1.68,2.73,0.7282958199356914,0.0,0.0,,7.6242590338756715,0
27,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 09:00:00,16.47,16.26,16.47,16.47,1019,1019,1014,80,Clouds,broken clouds,04d,72,4.07,168,5.49,10000,0.0,0.0,0,d,1.6902226524685375,1.2,2.16,0.969453376205788,0.0,0.0,,6.019676028674326,0
28,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 12:00:00,20.71,20.61,20.71,20.71,1018,1018,1013,68,Clouds,broken clouds,04d,52,4.0,174,5.31,10000,0.0,0.0,0,d,0.8480154888673763,0.72,1.56,0.9525723472668812,0.0,0.0,,4.080587836134257,0
29,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 15:00:00,21.41,21.36,21.41,21.41,1017,1017,1012,67,Clouds,broken clouds,04d,82,3.18,175,4.23,10000,0.0,0.0,0,d,0.7028073572120037,0.68,2.46,0.754823151125402,0.0,0.0,,4.597630508337406,0
30,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 18:00:00,17.4,17.47,17.4,17.4,1017,1017,1012,87,Clouds,overcast clouds,04n,91,3.17,133,3.25,10000,0.0,0.0,0,n,1.4559535333978701,1.48,2.73,0.752411575562701,0.0,0.0,,6.418365108960571,0
31,Mont Saint Michel,48.6359541,-1.511459955,2024-10-14 21:00:00,16.09,16.18,16.09,16.09,1017,1017,1012,93,Clouds,overcast clouds,04n,100,3.29,118,5.15,10000,0.0,0.0,0,n,1.7057115198451112,1.72,3.0,0.7813504823151125,0.0,0.0,,7.207062002160223,0
32,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 00:00:00,16.61,16.65,16.61,16.61,1015,1015,1010,89,Clouds,overcast clouds,04n,100,4.51,127,10.36,10000,0.0,0.0,0,n,1.6147144240077445,1.56,3.0,1.0755627009646302,0.0,0.0,,7.250277124972374,0
33,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 03:00:00,16.06,16.1,16.06,16.06,1013,1013,1008,91,Rain,light rain,10n,100,4.71,101,10.4,10000,1.0,0.9500000000000001,0,n,1.721200387221684,1.64,3.0,1.1237942122186495,0.0,0.5208333333333335,,8.005827932773668,0
34,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 06:00:00,16.42,16.55,16.42,16.42,1011,1011,1006,93,Rain,light rain,10n,100,5.14,112,12.27,10000,1.0,1.11,0,n,1.6340755082284604,1.72,3.0,1.227491961414791,0.0,0.6085526315789475,,8.190120101222199,0
35,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 09:00:00,16.55,16.66,16.55,16.55,1010,1010,1005,92,Rain,light rain,10d,100,6.91,113,13.19,10000,1.0,2.16,0,d,1.6127783155856725,1.68,3.0,1.654340836012862,0.0,1.1842105263157896,,9.131329677914325,0
36,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 12:00:00,20.04,20.19,20.04,20.04,1008,1008,1003,80,Rain,light rain,10d,100,6.26,140,10.54,10000,1.0,0.73,0,d,0.9293320425943847,1.2,3.0,1.497588424437299,0.0,0.40021929824561403,,7.027139765277298,0
37,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 15:00:00,22.07,22.26,22.07,22.07,1006,1006,1001,74,Clouds,overcast clouds,04d,100,6.49,165,11.48,10000,0.0,0.0,0,d,0.528557599225556,0.96,3.0,1.5530546623794215,0.0,0.0,,6.041612261604978,0
38,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 18:00:00,18.89,19.03,18.89,18.89,1007,1007,1002,84,Rain,light rain,10n,100,7.82,165,14.85,10000,0.2,0.12,0,n,1.1539206195546945,1.36,3.0,1.8737942122186495,0.0,0.06578947368421054,,7.453504305457555,0
39,Mont Saint Michel,48.6359541,-1.511459955,2024-10-15 21:00:00,17.86,18.1,17.86,17.86,1007,1007,1002,92,Rain,light rain,10n,100,7.28,163,13.91,10000,0.98,0.54,0,n,1.3339787028073566,1.68,3.0,1.7435691318327975,0.0,0.2960526315789474,,8.053600466219102,0
40,St Malo,48.649518,-2.0260409,2024-10-11 00:00:00,10.05,9.54,10.05,11.06,1013,1013,1011,93,Rain,light rain,10n,100,1.35,57,2.2,10000,0.29,0.18,0,n,2.9912875121006777,1.72,3.0,0.31350482315112543,0.0,0.0986842105263158,,8.123476545778118,1
41,St Malo,48.649518,-2.0260409,2024-10-11 03:00:00,10.16,9.58,10.16,10.37,1013,1013,1011,90,Rain,light rain,10n,82,2.08,127,2.77,10000,0.51,0.32,0,n,2.983543078412391,1.6,2.46,0.4895498392282959,0.0,0.1754385964912281,,7.708531514131915,1
42,St Malo,48.649518,-2.0260409,2024-10-11 06:00:00,9.82,8.43,9.7,9.82,1014,1014,1012,90,Rain,light rain,10n,61,2.77,133,2.87,10000,0.58,0.39,0,n,3.206195546950629,1.6,1.83,0.6559485530546625,0.0,0.21381578947368424,,7.505959889478976,1
43,St Malo,48.649518,-2.0260409,2024-10-11 09:00:00,11.75,11.07,11.75,11.75,1016,1016,1013,80,Rain,light rain,10d,0,3.24,124,4.46,10000,0.29,0.19,0,d,2.695062923523717,1.2,0.0,0.7692926045016079,0.0,0.10416666666666669,,4.768522194691992,1
44,St Malo,48.649518,-2.0260409,2024-10-11 12:00:00,14.39,13.56,14.39,14.39,1015,1015,1013,64,Clear,clear sky,01d,2,4.54,96,5.45,10000,0.0,0.0,0,d,2.2129719264278798,0.56,0.06,1.0827974276527332,0.0,0.0,,3.915769354080613,1
45,St Malo,48.649518,-2.0260409,2024-10-11 15:00:00,15.36,14.52,15.36,15.36,1013,1013,1011,60,Clouds,overcast clouds,04d,100,4.62,91,5.94,10000,0.0,0.0,0,d,2.0271055179090025,0.4,3.0,1.102090032154341,0.0,0.0,,6.529195550063343,1
46,St Malo,48.649518,-2.0260409,2024-10-11 18:00:00,13.62,12.92,13.62,13.62,1013,1013,1011,72,Rain,light rain,10n,100,5.24,116,5.85,10000,0.2,0.19,0,n,2.3368828654404643,0.88,3.0,1.2516077170418007,0.0,0.10416666666666669,,7.572657249148932,1
47,St Malo,48.649518,-2.0260409,2024-10-11 21:00:00,12.3,11.67,12.3,12.3,1013,1013,1010,80,Clouds,overcast clouds,04n,100,5.15,122,7.02,10000,0.0,0.0,0,n,2.578896418199419,1.2,3.0,1.2299035369774922,0.0,0.0,,8.008799955176912,1
48,St Malo,48.649518,-2.0260409,2024-10-12 00:00:00,11.78,11.18,11.78,11.78,1011,1011,1009,83,Clouds,overcast clouds,04n,100,4.57,124,6.36,10000,0.0,0.0,0,n,2.673765730880929,1.32,3.0,1.090032154340836,0.0,0.0,,8.083797885221765,1
49,St Malo,48.649518,-2.0260409,2024-10-12 03:00:00,11.98,11.35,11.98,11.98,1010,1010,1007,81,Clouds,overcast clouds,04n,100,4.62,132,7.26,10000,0.0,0.0,0,n,2.640851887705711,1.24,3.0,1.102090032154341,0.0,0.0,,7.982941919860052,1
50,St Malo,48.649518,-2.0260409,2024-10-12 06:00:00,12.11,11.49,12.11,12.11,1009,1009,1006,81,Clouds,overcast clouds,04n,100,2.9699999999999998,130,5.37,10000,0.0,0.0,0,n,2.6137463697967083,1.24,3.0,0.7041800643086817,0.0,0.0,,7.55792643410539,1
51,St Malo,48.649518,-2.0260409,2024-10-12 09:00:00,12.98,12.37,12.98,12.98,1010,1010,1007,78,Clouds,overcast clouds,04d,100,3.96,138,5.66,10000,0.0,0.0,0,d,2.4433688286544046,1.12,3.0,0.9429260450160772,0.0,0.0,,7.506294873670481,1
52,St Malo,48.649518,-2.0260409,2024-10-12 12:00:00,15.28,14.72,15.28,15.28,1010,1010,1007,71,Clouds,overcast clouds,04d,100,2.24,193,3.14,10000,0.0,0.0,0,d,1.9883833494675698,0.84,3.0,0.5281350482315114,0.0,0.0,,6.356518397699081,1
53,St Malo,48.649518,-2.0260409,2024-10-12 15:00:00,15.86,15.33,15.86,15.86,1010,1010,1008,70,Clouds,scattered clouds,03d,34,2.7800000000000002,311,3.2800000000000002,10000,0.0,0.0,0,d,1.8702807357212001,0.8,1.02,0.6583601286173635,0.0,0.0,,4.348640864338564,1
54,St Malo,48.649518,-2.0260409,2024-10-12 18:00:00,14.33,13.88,14.33,14.33,1013,1013,1010,79,Clouds,broken clouds,04n,52,4.89,311,7.12,10000,0.0,0.0,0,n,2.151016456921587,1.16,1.56,1.167202572347267,0.0,0.0,,6.038219029268855,1
55,St Malo,48.649518,-2.0260409,2024-10-12 21:00:00,13.75,13.16,13.75,13.75,1016,1016,1013,76,Clouds,overcast clouds,04n,100,5.79,317,7.95,10000,0.0,0.0,0,n,2.290416263310745,1.04,3.0,1.384244372990354,0.0,0.0,,7.714660636301099,1
56,St Malo,48.649518,-2.0260409,2024-10-13 00:00:00,12.72,12.03,12.72,12.72,1017,1017,1015,76,Clouds,overcast clouds,04n,100,3.6,328,3.58,10000,0.0,0.0,0,n,2.50919651500484,1.04,3.0,0.8561093247588425,0.0,0.0,,7.405305839763683,1
57,St Malo,48.649518,-2.0260409,2024-10-13 03:00:00,12.13,11.3,12.13,12.13,1019,1019,1016,73,Clouds,overcast clouds,04n,100,2.67,326,2.7,10000,0.0,0.0,0,n,2.650532429816069,0.92,3.0,0.6318327974276527,0.0,0.0,,7.202365227243722,1
58,St Malo,48.649518,-2.0260409,2024-10-13 06:00:00,11.61,10.71,11.61,11.61,1020,1020,1017,72,Clouds,overcast clouds,04n,100,1.27,48,1.26,10000,0.0,0.0,0,n,2.7647628267182958,0.88,3.0,0.2942122186495177,0.0,0.0,,6.938975045367814,1
59,St Malo,48.649518,-2.0260409,2024-10-13 09:00:00,12.65,11.9,12.65,12.65,1021,1021,1018,74,Clouds,overcast clouds,04d,99,3.81,143,4.0,10000,0.0,0.0,0,d,2.5343659244917713,0.96,2.9699999999999998,0.9067524115755627,0.0,0.0,,7.371118336067334,1
60,St Malo,48.649518,-2.0260409,2024-10-13 12:00:00,15.25,14.48,15.25,15.25,1020,1020,1018,63,Clouds,overcast clouds,04d,95,4.08,134,4.7,10000,0.0,0.0,0,d,2.034849951597289,0.52,2.8499999999999996,0.9718649517684889,0.0,0.0,,6.3767149033657775,1
61,St Malo,48.649518,-2.0260409,2024-10-13 15:00:00,16.73,16.23,16.73,16.73,1019,1019,1016,68,Clouds,overcast clouds,04d,100,3.3,145,4.43,10000,0.0,0.0,0,d,1.6960309777347526,0.72,3.0,0.7837620578778135,0.0,0.0,,6.199793035612567,1
62,St Malo,48.649518,-2.0260409,2024-10-13 18:00:00,14.83,14.51,14.83,14.83,1018,1018,1015,82,Clouds,overcast clouds,04n,89,4.28,148,7.57,10000,0.0,0.0,0,n,2.0290416263310744,1.28,2.67,1.0200964630225082,0.0,0.0,,6.999138089353583,1
63,St Malo,48.649518,-2.0260409,2024-10-13 21:00:00,14.82,14.52,14.82,14.82,1017,1017,1015,83,Clouds,overcast clouds,04n,100,5.19,169,10.17,10000,0.0,0.0,0,n,2.0271055179090025,1.32,3.0,1.239549839228296,0.0,0.0,,7.586655357137299,1
64,St Malo,48.649518,-2.0260409,2024-10-14 00:00:00,15.31,15.06,15.31,15.31,1017,1017,1014,83,Clouds,overcast clouds,04n,100,4.5600000000000005,180,10.02,10000,0.0,0.0,0,n,1.922555663117134,1.32,3.0,1.0876205787781352,0.0,0.0,,7.330176241895269,1
65,St Malo,48.649518,-2.0260409,2024-10-14 03:00:00,14.07,13.8,14.07,14.07,1017,1017,1014,87,Clouds,broken clouds,04n,54,3.44,185,4.43,10000,0.0,0.0,0,n,2.1665053242981602,1.48,1.62,0.817524115755627,0.0,0.0,,6.084029440053787,1
66,St Malo,48.649518,-2.0260409,2024-10-14 06:00:00,13.92,13.69,13.92,13.92,1017,1017,1014,89,Clouds,broken clouds,04n,78,3.15,184,3.48,10000,0.0,0.0,0,n,2.1878025169409483,1.56,2.34,0.747588424437299,0.0,0.0,,6.835390941378248,1
67,St Malo,48.649518,-2.0260409,2024-10-14 09:00:00,16.43,16.24,16.43,16.43,1018,1018,1016,81,Clouds,scattered clouds,03d,34,3.94,173,4.87,10000,0.0,0.0,0,d,1.6940948693126816,1.24,1.02,0.9381028938906754,0.0,0.0,,4.892197763203357,1
68,St Malo,48.649518,-2.0260409,2024-10-14 12:00:00,20.15,20.02,20.15,20.15,1018,1018,1015,69,Clouds,few clouds,02d,14,3.64,170,4.44,10000,0.0,0.0,0,d,0.9622458857696029,0.76,0.42000000000000004,0.8657556270096465,0.0,0.0,,3.0080015127792494,1
69,St Malo,48.649518,-2.0260409,2024-10-14 15:00:00,20.97,20.82,20.97,20.97,1016,1016,1014,65,Clouds,broken clouds,04d,55,3.35,187,3.69,10000,0.0,0.0,0,d,0.8073572120038719,0.6,1.6500000000000001,0.7958199356913184,0.0,0.0,,3.8531771476951904,1
70,St Malo,48.649518,-2.0260409,2024-10-14 18:00:00,18.1,18.05,18.1,18.1,1017,1017,1014,80,Clouds,broken clouds,04n,76,3.04,157,3.15,10000,0.0,0.0,0,n,1.343659244917715,1.2,2.2800000000000002,0.7210610932475885,0.0,0.0,,5.544720338165304,1
71,St Malo,48.649518,-2.0260409,2024-10-14 21:00:00,16.61,16.68,16.61,16.61,1016,1016,1014,90,Clouds,overcast clouds,04n,99,3.33,136,3.93,10000,0.0,0.0,0,n,1.6089060987415293,1.6,2.9699999999999998,0.7909967845659165,0.0,0.0,,6.969902883307446,1
72,St Malo,48.649518,-2.0260409,2024-10-15 00:00:00,16.4,16.5,16.4,16.4,1015,1015,1012,92,Clouds,overcast clouds,04n,99,4.48,132,9.37,10000,0.0,0.0,0,n,1.6437560503388187,1.68,2.9699999999999998,1.0683279742765275,0.0,0.0,,7.362084024615346,1
73,St Malo,48.649518,-2.0260409,2024-10-15 03:00:00,16.63,16.75,16.63,16.63,1013,1013,1010,92,Rain,light rain,10n,100,5.15,115,9.89,10000,0.77,0.67,0,n,1.5953533397870279,1.68,3.0,1.2299035369774922,0.0,0.3673245614035088,,7.872581438168028,1
74,St Malo,48.649518,-2.0260409,2024-10-15 06:00:00,16.3,16.41,16.3,16.3,1011,1011,1008,93,Rain,moderate rain,10n,100,5.53,115,11.73,10000,1.0,3.73,0,n,1.6611810261374633,1.72,3.0,1.3215434083601287,0.0,2.044956140350877,,9.74768057484847,1
75,St Malo,48.649518,-2.0260409,2024-10-15 09:00:00,16.6,16.74,16.6,16.6,1010,1010,1007,93,Rain,light rain,10d,100,6.72,121,13.08,10000,1.0,0.97,0,d,1.5972894482090998,1.72,3.0,1.6085209003215435,0.0,0.5317982456140351,,8.457608594144677,1
76,St Malo,48.649518,-2.0260409,2024-10-15 12:00:00,18.22,18.32,18.22,18.22,1007,1007,1005,85,Rain,light rain,10d,100,6.54,133,10.68,10000,1.0,0.97,0,d,1.291384317521781,1.4,3.0,1.5651125401929262,0.0,0.5317982456140351,,7.788295103328742,1
77,St Malo,48.649518,-2.0260409,2024-10-15 15:00:00,20.91,21.09,20.91,20.91,1005,1005,1003,78,Clouds,overcast clouds,04d,100,5.46,176,8.55,10000,0.0,0.0,0,d,0.7550822846079378,1.12,3.0,1.304662379421222,0.0,0.0,,6.17974466402916,1
78,St Malo,48.649518,-2.0260409,2024-10-15 18:00:00,18.69,18.91,18.69,18.69,1006,1006,1003,88,Rain,light rain,10n,100,7.92,174,12.8,10000,0.35000000000000003,0.33,0,n,1.1771539206195543,1.52,3.0,1.8979099678456595,0.0,0.18092105263157895,,7.775984941096793,1
79,St Malo,48.649518,-2.0260409,2024-10-15 21:00:00,17.83,18.04,17.83,17.83,1007,1007,1004,91,Rain,light rain,10n,100,6.91,169,11.84,10000,0.9,0.6900000000000001,0,n,1.3455953533397869,1.64,3.0,1.654340836012862,0.0,0.3782894736842106,,8.018225663036858,1
80,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 00:00:00,9.14,7.93,9.14,10.88,1013,1013,1007,81,Rain,light rain,10n,71,2.33,70,2.33,10000,0.74,0.19,0,n,3.303000968054211,1.24,2.13,0.54983922829582,0.0,0.10416666666666669,,7.327006863016698,2
81,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 03:00:00,9.61,8.67,9.61,10.54,1013,1013,1008,82,Rain,light rain,10n,81,2.08,101,2.19,10000,0.27,0.31,0,n,3.1597289448209094,1.28,2.43,0.4895498392282959,0.0,0.1699561403508772,,7.529234924400083,2
82,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 06:00:00,9.81,8.37,9.81,10.14,1014,1014,1009,83,Rain,light rain,10n,90,2.86,85,3.87,10000,0.2,0.19,0,n,3.217812197483059,1.32,2.7,0.6776527331189711,0.0,0.10416666666666669,,8.019631597268697,2
83,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 09:00:00,11.64,10.87,11.64,11.64,1017,1017,1010,77,Clouds,overcast clouds,04d,97,3.26,109,4.86,10000,0.0,0.0,0,d,2.73378509196515,1.08,2.91,0.7741157556270097,0.0,0.0,,7.49790084759216,2
84,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 12:00:00,14.05,13.13,14.05,14.05,1016,1016,1010,62,Clouds,broken clouds,04d,81,4.09,90,4.48,10000,0.0,0.0,0,d,2.2962245885769597,0.48,2.43,0.9742765273311897,0.0,0.0,,6.18050111590815,2
85,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 15:00:00,13.65,12.74,13.65,13.65,1015,1015,1008,64,Clouds,scattered clouds,03d,48,4.07,68,5.08,10000,0.0,0.0,0,d,2.3717328170377536,0.56,1.44,0.969453376205788,0.0,0.0,,5.341186193243542,2
86,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 18:00:00,12.28,11.34,12.28,12.28,1015,1015,1009,68,Clouds,broken clouds,04n,75,3.36,111,6.97,10000,0.0,0.0,0,n,2.6427879961277827,0.72,2.25,0.7982315112540193,0.0,0.0,,6.411019507381802,2
87,Bayeux,49.2764624,-0.7024737999999999,2024-10-11 21:00:00,11.13,10.41,11.13,11.13,1014,1014,1008,81,Clouds,overcast clouds,04n,100,4.28,112,8.88,10000,0.0,0.0,0,n,2.822846079380445,1.24,3.0,1.0200964630225082,0.0,0.0,,8.082942542402954,2
88,Bayeux,49.2764624,-0.7024737999999999,2024-10-12 00:00:00,9.18,7.05,9.18,9.18,1013,1013,1006,87,Clouds,overcast clouds,04n,100,3.89,121,8.67,10000,0.0,0.0,0,n,3.4733785091965146,1.48,3.0,0.9260450160771705,0.0,0.0,,8.879423525273685,2
89,Bayeux,49.2764624,-0.7024737999999999,2024-10-12 03:00:00,9.41,7.38,9.41,9.41,1011,1011,1005,88,Clouds,overcast clouds,04n,100,3.7800000000000002,133,7.33,10000,0.0,0.0,0,n,3.409486931268151,1.52,3.0,0.89951768488746,0.0,0.0,,8.829004616155611,2
90,Bayeux,49.2764624,-0.7024737999999999,2024-10-12 06:00:00,9.91,8.44,9.91,9.91,1010,1010,1004,86,Clouds,overcast clouds,04n,100,2.94,137,5.04,10000,0.0,0.0,0,n,3.204259438528558,1.44,3.0,0.6969453376205788,0.0,0.0,,8.341204776149135,2
91,Bayeux,49.2764624,-0.7024737999999999,2024-10-12 09:00:00,13.55,12.84,13.55,13.55,1010,1010,1004,72,Clouds,overcast clouds,04d,100,3.27,162,4.8100000000000005,10000,0.0,0.0,0,d,2.3523717328170375,0.88,3.0,0.7765273311897107,0.0,0.0,,7.008899064006749,2
